"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"Cboe Vest S&P 500® Enh & Buffer Y","","FS0000DEHV","0C0000B5C4","CBOE Vest","BN00000J39","vest","2017-11-06","","2019-04-29","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Vest Financial LLC","United States","","Yes","","Cboe Vest S&P 500® Enh & Buffer Y","No","","No","No","","","","","","","","4,578,658.00","4,402,486.00","4,265,076.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Absolute Investor","","FS0000DFG2","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","No","","Harvest Edge Absolute Institutional","No","","No","No","","","","","","","","102,222.00","102,067.00","102,041.00","99,865.00","99,193.00","101,625.00","14,416.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Absolute Institutional","","FS0000DFG2","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","Yes","","Harvest Edge Absolute Institutional","No","","No","No","","","","","","","","8,233,854.00","8,173,196.00","8,088,149.00","7,138,737.00","6,384,305.00","5,721,160.00","3,792,471.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Equity Investor","","FS0000DFG3","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","No","","Harvest Edge Equity Institutional","No","","No","No","","","","","","","","110,838.00","114,178.00","116,022.00","119,257.00","111,253.00","120,568.00","123,494.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Equity Institutional","","FS0000DFG3","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","Yes","","Harvest Edge Equity Institutional","No","","No","No","","","","","","","","939,489.00","967,986.00","983,825.00","1,061,539.00","990,499.00","1,068,416.00","943,616.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Bond Investor","","FS0000DFG4","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","No","","Harvest Edge Bond Institutional","No","","No","No","","","","","","","","110,708.00","110,450.00","112,531.00","111,714.00","113,322.00","115,267.00","115,551.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harvest Edge Bond Institutional","","FS0000DFG4","0C0000BDP4","Harvest Volatility Management","BN00000JLV","Harvest Volatility Management","2017-12-18","","2019-08-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Harvest Volatility Management, LLC","United States","","Yes","","Harvest Edge Bond Institutional","No","","No","No","","","","","","","","900,896.00","898,966.00","916,096.00","909,633.00","922,922.00","938,954.00","941,472.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest Alternative Income Y","","FS0000CEGB","0C0000B5C4","CBOE Vest","BN00000J39","vest","2018-07-24","","2018-10-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Vest Financial LLC","United States","","No","","CBOE Vest Alternative Income Int","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Equable Shares Small Cap Fund","","FS0000DL4F","0C0000BDLG","Equable Shares","BN00000JLO","Equable Shares","2018-08-13","","2019-10-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Teramo Advisors, LLC","United States","","Yes","","Equable Shares Small Cap Fund","No","","No","No","","","","","","","","13,281,604.00","13,259,742.00","13,293,818.00","14,760,856.00","14,115,800.00","14,426,770.00","10,958,936.00","10,727,152.00","11,719,303.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Touchstone Dynamic Equity Class Y{mg}","","FSUSA0004L","0C00001YU5","Touchstone","BN00000A74","Touchstone Investments","1978-06-30","","2020-10-02","Merged","Touchstone Anti-Benchmark US Core Eq Y","US89154X1798","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Touchstone Advisors Inc","United States","","Yes","","Touchstone Dynamic Equity Class Y{mg}","Yes","TOBAM S.A.S.","No","No","","","-38,132,028.44","","","","","48,993,394.00","41,329,225.00","34,973,728.00","34,833,985.00","31,346,444.00","31,779,268.00","31,650,920.00","30,155,440.00","29,639,413.00","28,948,108.00","28,847,225.00","25,993,972.00","25,155,238.00","22,546,682.00","18,999,603.00","19,039,449.00","19,528,561.00","18,377,739.00","18,062,078.00","18,003,893.00","17,163,426.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Touchstone Dynamic Eq A","","FSUSA0004L","0C00001YU5","Touchstone","BN00000A74","Touchstone Investments","2005-03-31","","2020-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Touchstone Advisors Inc","United States","","No","","Touchstone Dynamic Equity Class Y{mg}","Yes","TOBAM S.A.S.","No","No","","","-914,162.31","","","","","7,795,000.00","9,190,299.00","9,238,335.00","9,152,823.00","8,631,941.00","8,785,429.00","8,726,007.00","8,474,583.00","8,486,330.00","8,439,910.00","8,434,648.00","7,403,034.00","7,145,022.00","6,302,788.00","5,444,398.00","5,619,291.00","5,673,819.00","5,647,258.00","5,891,805.00","5,918,695.00","5,884,046.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Touchstone Dynamic Eq C","","FSUSA0004L","0C00001YU5","Touchstone","BN00000A74","Touchstone Investments","2005-03-31","","2020-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Touchstone Advisors Inc","United States","","No","","Touchstone Dynamic Equity Class Y{mg}","Yes","TOBAM S.A.S.","No","No","","","-3,051,112.22","","","","","5,950,892.00","3,943,504.00","3,678,088.00","3,665,604.00","3,467,668.00","3,394,941.00","3,220,322.00","3,192,725.00","3,174,999.00","3,187,204.00","3,204,592.00","3,101,205.00","3,056,638.00","2,839,843.00","2,494,428.00","2,457,320.00","2,418,468.00","2,383,829.00","2,074,512.00","2,051,308.00","1,988,688.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Touchstone Dynamic Equity Ins{mg}","","FSUSA0004L","0C00001YU5","Touchstone","BN00000A74","Touchstone Investments","2005-12-09","","2020-10-02","Merged","Touchstone Anti-Benchmark US Core Eq I","US89154X1616","","","","","Open-End Fund","Alternative","US Fund Options-based","Yes","No","No","","Touchstone Advisors Inc","United States","","No","","Touchstone Dynamic Equity Class Y{mg}","Yes","TOBAM S.A.S.","No","No","","","-12,160,054.59","","","","","11,897,006.00","11,759,221.00","11,507,653.00","11,358,331.00","105,766.00","101,893.00","107,417.00","106,408.00","106,366.00","107,606.00","109,267.00","105,840.00","105,481.00","128,402.00","114,435.00","118,775.00","110,993.00","112,948.00","119,104.00","122,762.00","122,609.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eaton Vance Hedged Stock A","","FSUSA08Q1P","0C00001YQS","Eaton Vance","BN000008MS","Eaton Vance","2008-02-29","","2019-05-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Eaton Vance Management","United States","Charles B. Gaffney","No","","Eaton Vance Hedged Stock I","No","","No","No","","","","","","","","11,141,263.00","11,366,784.00","11,731,985.00","11,956,537.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eaton Vance Hedged Stock C","","FSUSA08Q1P","0C00001YQS","Eaton Vance","BN000008MS","Eaton Vance","2008-02-29","","2019-05-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Eaton Vance Management","United States","Charles B. Gaffney","No","","Eaton Vance Hedged Stock I","No","","No","No","","","","","","","","4,345,818.00","4,358,343.00","4,245,328.00","3,940,403.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eaton Vance Hedged Stock I","","FSUSA08Q1P","0C00001YQS","Eaton Vance","BN000008MS","Eaton Vance","2008-02-29","","2019-05-30","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Eaton Vance Management","United States","Charles B. Gaffney","Yes","","Eaton Vance Hedged Stock I","No","","No","No","","","","","","","","18,270,592.00","19,005,627.00","20,067,930.00","20,494,249.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Centre Active US Tax Exempt Instl","","FSUSA000Y6","0C00008T7B","Centre Funds","BN00000GCL","Centre Funds","2010-10-07","","2018-08-23","Merged","Centre Global Infrastructure Instl","US1562878314","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Centre Asset Management,LLC","United States","","No","","Centre Active US Tax Exempt Investor","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Avenue Credit Strategies Investor","","FS00009ESL","0C00001ZR6","Avenue Capital Group","BN0000081H","Avenue Capital","2012-06-01","","2018-03-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Avenue Capital Management II, LP","United States","Jeffrey J. Gary","No","","Avenue Credit Strategies Institutional","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Avenue Credit Strategies Institutional","","FS00009ESL","0C00001ZR6","Avenue Capital Group","BN0000081H","Avenue Capital","2012-06-01","","2018-03-14","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Avenue Capital Management II, LP","United States","Jeffrey J. Gary","Yes","","Avenue Credit Strategies Institutional","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/BlackRock Global Long Short Credit","","FS00009ZFG","0C00002YOU","Jackson National","BN0000095W","Jackson","2013-04-29","","2019-06-24","Merged","JNL/T. Rowe Price U.S. High Yield A","US46644W1128","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Jackson National Asset Management, LLC","United States","","Yes","","JNL/BlackRock Global Long Short Credit","Yes","BlackRock Financial Management Inc;BlackRock International Limited;BlackRock (Singapore) Limited;","","","","","","","","","","43,813,511.00","43,378,915.00","42,634,687.00","42,117,837.00","41,554,836.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/PPM America Long Short Credit","","FS00009ZFJ","0C00002YOU","Jackson National","BN0000095W","Jackson","2013-04-29","","2019-06-24","Merged","JNL/PPM America High Yield Bond A","US46648M1027","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Jackson National Asset Management, LLC","United States","","Yes","","JNL/PPM America Long Short Credit","Yes","PPM America, Inc.","No","No","","","","","","","","18,910,220.00","18,892,138.00","17,956,005.00","17,937,414.00","18,164,434.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Credit Long/Short Advisor","","FS0000AL70","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2014-05-07","","2018-04-19","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","AllianceBernstein L.P.","United States","Gershon M. Distenfeld;Ivan Rudolph-Shabinsky;Robert Schwartz;","Yes","","AB Credit Long/Short Advisor","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Credit Long/Short A","","FS0000AL70","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2014-05-07","","2018-04-19","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","AllianceBernstein L.P.","United States","Gershon M. Distenfeld;Ivan Rudolph-Shabinsky;Robert Schwartz;","No","","AB Credit Long/Short Advisor","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Credit Long/Short C","","FS0000AL70","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2014-05-07","","2018-04-19","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","AllianceBernstein L.P.","United States","Gershon M. Distenfeld;Ivan Rudolph-Shabinsky;Robert Schwartz;","No","","AB Credit Long/Short Advisor","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shelton Tactical Credit Inv{mg}","","FS0000B7M5","0C0000923T","Shelton Capital Management","BN00000E2N","Shelton","2014-12-16","","2019-06-21","Merged","Shelton Tactical Credit Investor","US78410K8080","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Shelton Capital Management","United States","","No","","Shelton Tactical Credit Instl{mg}","No","","No","No","","","","","","","","11,766,221.00","11,368,841.00","11,090,362.00","11,289,009.00","10,365,224.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shelton Tactical Credit Instl{mg}","","FS0000B7M5","0C0000923T","Shelton Capital Management","BN00000E2N","Shelton","2014-12-16","","2019-06-21","Merged","Shelton Tactical Credit Institutional","US78410K8817","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Shelton Capital Management","United States","","Yes","","Shelton Tactical Credit Instl{mg}","No","","No","No","","","","","","","","17,934,126.00","14,316,996.00","13,978,899.00","14,370,357.00","14,369,464.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossingBridge Long/Short Credit Instl","","FS0000BA0K","0C0000BCLC","CrossingBridge","BN00000JIP","Cohanzick Management","2015-02-27","","2019-09-06","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","CrossingBridge Advisors, LLC","United States","","Yes","","CrossingBridge Long/Short Credit Instl","No","","No","No","","","","","","","","83,565,973.00","81,153,408.00","78,986,948.00","73,708,645.00","70,655,354.00","60,486,753.00","51,506,200.00","23,601,399.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossingBridge Long/Short Credit A","","FS0000BA0K","0C0000BCLC","CrossingBridge","BN00000JIP","Cohanzick Management","2015-02-27","","2018-05-31","Merged","CrossingBridge Long/Short Credit Instl","US89834E3100","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","CrossingBridge Advisors, LLC","United States","","No","","CrossingBridge Long/Short Credit Instl","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Neuberger Berman Long Short Credit A","","FS0000BLLB","0C00001EI2","Neuberger Berman","BN000009J2","Neuberger Berman","2015-06-29","","2019-02-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Neuberger Berman Investment Advisers LLC","United States","","No","","Neuberger Berman Long Short Credit R6","No","","","","","","","","","","","1,028,585.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Neuberger Berman Long Short Credit C","","FS0000BLLB","0C00001EI2","Neuberger Berman","BN000009J2","Neuberger Berman","2015-06-29","","2019-02-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Neuberger Berman Investment Advisers LLC","United States","","No","","Neuberger Berman Long Short Credit R6","No","","","","","","","","","","","985,806.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Neuberger Berman Long Short Credit Instl","","FS0000BLLB","0C00001EI2","Neuberger Berman","BN000009J2","Neuberger Berman","2015-06-29","","2019-02-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Neuberger Berman Investment Advisers LLC","United States","","No","","Neuberger Berman Long Short Credit R6","No","","","","","","","","","","","1,935,411.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Neuberger Berman Long Short Credit R6","","FS0000BLLB","0C00001EI2","Neuberger Berman","BN000009J2","Neuberger Berman","2015-06-29","","2019-02-27","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Neuberger Berman Investment Advisers LLC","United States","","Yes","","Neuberger Berman Long Short Credit R6","No","","","","","","","","","","","3,887,264.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/BlackRock Global Long Short Credit I","","FS00009ZFG","0C00002YOU","Jackson National","BN0000095W","Jackson","2017-09-25","","2019-06-24","Merged","JNL/T. Rowe Price U.S. High Yield I","US46644W6747","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Jackson National Asset Management, LLC","United States","","No","","JNL/BlackRock Global Long Short Credit","Yes","BlackRock Financial Management Inc;BlackRock International Limited;BlackRock (Singapore) Limited;","","","","","","","","","","41,603,674.00","41,758,189.00","41,700,152.00","41,927,318.00","41,053,500.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/PPM America Long Short Credit I","","FS00009ZFJ","0C00002YOU","Jackson National","BN0000095W","Jackson","2017-09-25","","2019-06-24","Merged","JNL/PPM America High Yield Bond I","US46648M2017","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Jackson National Asset Management, LLC","United States","","No","","JNL/PPM America Long Short Credit","Yes","PPM America, Inc.","No","No","","","","","","","","62,822,371.00","63,294,587.00","62,858,509.00","63,368,759.00","61,900,222.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPM Long Short Credit Institutional","","FS0000DJHF","0C00003VZZ","Ppm America","BN00000JKF","Ppm America","2018-07-16","","2020-12-11","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","PPM America, Inc.","United States","","Yes","","PPM Long Short Credit Institutional","No","","No","No","","","-10,397,440.27","-41,169,758.56","","","","49,815,107.00","50,287,900.00","50,322,226.00","51,231,316.00","50,766,003.00","51,285,378.00","51,959,400.00","51,625,481.00","51,968,021.00","52,065,501.00","52,364,801.00","41,735,893.00","41,607,590.00","40,951,136.00","36,706,189.00","39,069,087.00","40,261,806.00","40,692,601.00","41,509,919.00","41,837,702.00","41,678,195.00","8,423,574.00","8,384,905.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Centre Active US Tax Exempt Investor","","FSUSA000Y6","0C00008T7B","Centre Funds","BN00000GCL","Centre Funds","1990-02-26","","2018-08-23","Merged","Centre Global Infrastructure Investor","US1562878496","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Centre Asset Management,LLC","United States","","Yes","","Centre Active US Tax Exempt Investor","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driehaus Active Income","","FSUSA06FNM","0C00001YVC","Driehaus","BN000008LL","Driehaus","2005-11-08","","2020-11-06","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Long-Short Credit","No","No","No","","Driehaus Capital Management LLC","United States","","Yes","","Driehaus Active Income","No","","No","No","","","-590,035,941.58","","","","","726,154,470.00","623,022,519.00","563,656,748.00","531,072,250.00","497,264,885.00","487,344,284.00","426,667,164.00","398,574,469.00","373,320,127.00","349,225,194.00","319,655,240.00","242,754,503.00","212,308,158.00","182,644,979.00","126,788,557.00","114,751,157.00","106,997,963.00","100,236,300.00","97,011,624.00","87,916,057.00","73,470,673.00","42,377,503.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chou Income","","FSUSA0AOKT","0C00004HUV","Chou America","BN00000C06","Chou U.S. Mutual Funds","2010-07-01","","2019-07-31","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","No","No","","Chou America Management Inc.","United States","","Yes","","Chou Income","No","","No","No","","","","","","","","10,158,498.00","9,946,234.00","10,299,813.00","9,793,338.00","9,530,059.00","7,134,514.00","6,859,450.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manning & Napier Strategic Inc Cnsrv S","","FS00009KCG","0C00001YS3","Manning & Napier","BN000009CX","Manning & Napier Advisors Inc.","2012-08-01","","2018-09-27","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Manning & Napier Advisors, LLC","United States","","No","","Manning & Napier Strategic Inc Cnsrv I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manning & Napier Strategic Inc Cnsrv I","","FS00009KCG","0C00001YS3","Manning & Napier","BN000009CX","Manning & Napier Advisors Inc.","2012-08-01","","2018-09-27","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","Manning & Napier Advisors, LLC","United States","","Yes","","Manning & Napier Strategic Inc Cnsrv I","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMO Conservative Allocation R3","","FS0000A45S","0C000098V3","BMO Funds","BN0000082Z","BMO","2014-05-30","","2022-01-24","Merged","Columbia Capital Allocation Cnsrv R","US19766G5128","","","","","Open-End Fund","Allocation","US Fund Conservative Allocation","No","Yes","No","","BMO Asset Management Corp.","United States","","No","","BMO Conservative Allocation R6","No","","No","No","","","-374,109.32","-6,681.38","-143,401.40","","","888,489.00","898,230.00","914,378.00","926,655.00","905,604.00","563,131.00","567,328.00","633,432.00","636,307.00","637,575.00","645,025.00","651,077.00","660,677.00","565,943.00","514,277.00","536,628.00","532,540.00","542,567.00","558,709.00","548,893.00","545,596.00","544,905.00","569,239.00","685,529.00","683,882.00","683,983.00","687,376.00","702,864.00","715,046.00","719,148.00","658,276.00","557,104.00","547,978.00","552,626.00","551,463.00","559,191.00","","","","","","","","","","","","","","","","","","","","","","","",""
